order_date,first_cate_code,second_cate_code,ord_qty
2015/11/3,306,402,123
2015/11/3,306,407,1411
2015/11/3,307,403,83
2015/11/3,308,404,114
2015/11/30,301,405,17
2015/11/30,304,409,32
2015/11/30,306,407,68
2015/11/30,307,403,237
2015/11/30,308,404,13
2015/11/4,301,405,113
2015/11/4,302,408,129
2015/11/4,303,401,1657
2015/11/4,304,409,63
2015/11/4,305,412,860
2015/11/4,306,402,29
2015/11/4,306,407,797
2015/11/4,307,403,226
2015/11/4,308,404,299
2015/11/5,301,405,61
2015/11/5,302,408,99
2015/11/5,303,401,1164
2015/11/5,304,409,51
2015/11/5,305,412,705
2015/11/5,306,407,1190
2015/11/5,307,403,498
2015/11/5,308,404,370
2015/11/6,302,408,182
2015/11/6,305,412,7
2015/11/6,306,407,1054
2015/11/6,307,403,314
2015/11/6,308,404,10
2015/11/7,302,408,432
2015/11/7,305,412,551
2015/11/7,306,407,674
2015/11/7,307,403,105
2015/11/7,308,404,126
2015/11/8,301,405,75
2015/11/8,302,408,53
2015/11/8,303,401,105
2015/11/8,305,412,1944
2015/11/8,306,402,36
2015/11/8,306,407,1470
2015/11/8,307,403,101
2015/11/8,308,404,467
2015/11/9,302,408,36
2015/11/9,303,401,69
2015/11/9,305,412,927
2015/11/9,306,402,962
2015/11/9,306,407,236
2015/12/1,303,401,9
2015/12/1,304,409,30
2015/12/1,306,407,886
2015/12/10,301,405,391
2015/12/10,302,408,170
2015/12/10,303,401,976
2015/12/10,305,412,709
2015/12/10,306,402,205
2015/12/10,306,407,4547
2015/12/10,307,403,208
2015/12/10,308,404,16
2015/12/11,302,408,962
2015/12/11,303,401,68
2015/12/11,305,412,1655
2015/12/11,306,402,559
2015/12/11,306,407,2694
2015/12/11,307,403,230
2015/12/11,308,404,246
2015/12/12,301,405,52
2015/12/12,302,408,92
2015/12/12,303,401,294
2015/12/12,305,412,434
2015/12/12,306,402,152
2015/12/12,306,407,3133
2015/12/12,307,403,151
2015/12/12,308,404,107
2015/12/13,301,405,493
2015/12/13,302,408,814
2015/12/13,303,401,390
2015/12/13,305,412,1070
2015/12/13,306,407,3266
2015/12/13,307,403,182
2015/12/13,308,404,55
2015/12/14,302,408,21
2015/12/14,303,401,80
2015/12/14,305,412,294
2015/12/14,306,402,139
2015/12/14,306,407,2395
2015/12/15,302,408,1043
2015/12/15,303,401,89
2015/12/15,304,409,110
2015/12/15,305,412,691
2015/12/15,306,402,36
2015/12/15,306,407,6438
2015/12/15,308,404,77
2015/12/16,301,405,32
2015/12/16,302,408,246
2015/12/16,303,401,72
2015/12/16,305,412,1193
2015/12/16,306,407,678
2015/12/16,307,403,27
2015/12/17,301,405,110
2015/12/17,302,408,540
2015/12/17,303,401,521
2015/12/17,305,412,1933
2015/12/17,306,407,899
2015/12/18,302,408,854
2015/12/18,303,401,286
2015/12/18,303,410,19
2015/12/18,304,409,14
2015/12/18,305,412,771
2015/12/18,306,402,380
2015/12/18,306,407,3303
2015/12/18,307,403,129
2015/12/18,308,404,129
2015/12/19,302,408,738
2015/12/19,303,401,137
2015/12/19,305,412,493
2015/12/19,306,402,840
2015/12/19,306,407,2116
2015/12/19,307,403,30
2015/12/19,308,404,150
2015/12/2,302,408,143
2015/12/2,303,401,10
2015/12/2,304,409,15
2015/12/2,305,412,480
2015/12/2,306,402,957
2015/12/2,306,407,1942
2015/12/2,307,403,117
2015/12/20,301,405,184
2015/12/20,302,408,110
2015/12/20,303,401,138
2015/12/20,305,412,709
2015/12/20,306,402,311
2015/12/20,306,407,3102
2015/12/20,307,403,69
2015/12/20,308,404,137
2015/12/21,302,408,101
2015/12/21,303,401,94
2015/12/21,305,412,241
2015/12/21,306,407,2634
2015/12/22,301,405,81
2015/12/22,302,408,926
2015/12/22,303,401,153
2015/12/22,305,412,267
2015/12/22,306,402,204
2015/12/22,306,407,2810
2015/12/22,307,403,39
2015/12/22,308,404,43
2015/12/23,301,405,46
2015/12/23,302,408,405
2015/12/23,303,401,127
2015/12/23,305,412,130
2015/12/23,306,407,1437
2015/12/23,307,403,68
2015/12/23,308,404,3
2015/12/24,301,405,49
2015/12/24,302,408,187
2015/12/24,303,401,225
2015/12/24,305,412,673
2015/12/24,306,402,335
2015/12/24,306,407,2815
2015/12/24,307,403,95
2015/12/24,308,404,51
2015/12/25,302,408,1785
2015/12/25,303,401,184
2015/12/25,304,409,119
2015/12/25,305,412,832
2015/12/25,306,402,324
2015/12/25,306,407,4377
2015/12/25,308,404,57
2015/12/26,302,408,124
2015/12/26,303,401,295
2015/12/26,305,412,1359
2015/12/26,306,402,366
2015/12/26,306,407,1318
2015/12/26,308,404,937
2015/12/27,302,408,1100
2015/12/27,303,401,161
2015/12/27,305,412,1573
2015/12/27,306,402,1009
2015/12/27,306,407,2814
2015/12/28,302,408,1360
2015/12/28,303,401,734
2015/12/28,303,410,24
2015/12/28,304,409,7
2015/12/28,305,412,968
2015/12/28,306,402,410
2015/12/28,306,407,4848
2015/12/28,307,403,14
2015/12/28,308,404,159
2015/12/29,301,405,20
2015/12/29,302,408,55
2015/12/29,303,401,15
2015/12/29,305,412,272
2015/12/29,306,407,2443
2015/12/29,307,403,317
2015/12/3,302,408,193
2015/12/3,303,401,129
2015/12/3,304,409,75
2015/12/3,305,412,137
2015/12/3,306,407,2723
2015/12/30,301,405,10
2015/12/30,307,403,202
2015/12/30,308,404,287
2015/12/31,301,405,21
2015/12/31,307,403,5
2015/12/4,302,408,547
2015/12/4,303,401,240
2015/12/4,303,410,10
2015/12/4,305,412,273
2015/12/4,306,407,751
2015/12/4,307,403,60
2015/12/5,302,408,507
2015/12/5,303,401,407
2015/12/5,305,412,1928
2015/12/5,306,402,985
2015/12/5,306,407,4403
2015/12/5,307,403,140
2015/12/5,308,404,636
2015/12/6,301,405,233
2015/12/6,302,408,483
2015/12/6,303,401,1526
2015/12/6,305,412,892
2015/12/6,306,402,6
2015/12/6,306,407,3348
2015/12/6,307,403,4
2015/12/6,308,404,180
2015/12/7,302,408,304
2015/12/7,303,401,358
2015/12/7,303,410,10
2015/12/7,305,412,406
2015/12/7,306,402,2893
2015/12/7,306,407,3026
2015/12/7,307,403,35
2015/12/8,302,408,663
2015/12/8,303,401,421
2015/12/8,303,410,11
2015/12/8,305,412,294
2015/12/8,306,402,959
2015/12/8,306,407,1934
2015/12/8,307,403,9
2015/12/9,301,405,6
2015/12/9,302,408,229
2015/12/9,303,401,386
2015/12/9,303,410,17
2015/12/9,304,409,37
2015/12/9,305,412,1573
2015/12/9,306,402,660
2015/12/9,306,407,3111
2015/12/9,308,404,14
2015/9/10,302,408,370
2015/9/10,303,401,361
2015/9/10,305,412,211
2015/9/10,306,407,1296
2015/9/10,307,403,83
2015/9/11,301,405,46
2015/9/11,302,408,562
2015/9/11,303,401,390
2015/9/11,305,412,255
2015/9/11,306,402,97
2015/9/11,306,407,4484
2015/9/12,302,408,169
2015/9/12,303,401,311
2015/9/12,305,412,307
2015/9/12,306,407,2423
2015/9/12,307,403,194
2015/9/12,308,404,553
2015/9/13,301,405,21
2015/9/13,302,408,173
2015/9/13,303,401,1165
2015/9/13,305,412,561
2015/9/13,306,407,1552
2015/9/13,307,403,48
2015/9/14,301,405,37
2015/9/14,302,408,1170
2015/9/14,303,401,87
2015/9/14,305,412,700
2015/9/14,306,407,401
2015/9/14,307,403,135
2015/9/14,308,404,754
2015/9/15,302,408,472
2015/9/15,303,401,186
2015/9/15,304,409,11
2015/9/15,306,407,1146
2015/9/15,308,404,7
2015/9/16,301,405,116
2015/9/16,302,408,168
2015/9/16,303,401,290
2015/9/16,305,412,277
2015/9/16,306,407,1178
2015/9/16,308,404,28
2015/9/17,301,405,36
2015/9/17,302,408,171
2015/9/17,303,401,444
2015/9/17,305,412,76
2015/9/17,306,402,185
2015/9/17,306,407,787
2015/9/17,307,403,43
2015/9/17,308,404,109
2015/9/18,301,405,159
2015/9/18,302,408,155
2015/9/18,303,401,289
2015/9/18,305,412,545
2015/9/18,306,407,228
2015/9/18,307,403,259
2015/9/18,308,404,32
2015/9/19,301,405,233
2015/9/19,302,408,373
2015/9/19,303,401,450
2015/9/19,305,412,630
2015/9/19,306,402,29
2015/9/19,306,407,1667
2015/9/2,301,405,11
2015/9/20,301,405,11
2015/9/20,302,408,214
2015/9/20,303,401,17
2015/9/20,305,412,369
2015/9/20,306,407,3010
2015/9/20,307,403,57
2015/9/20,308,404,208
2015/9/21,303,401,61
2015/9/21,305,412,18
2015/9/21,306,402,62
2015/9/21,306,407,505
2015/9/21,307,403,31
2015/9/21,308,404,70
2015/9/22,302,408,70
2015/9/22,303,401,44
2015/9/22,305,412,1742
2015/9/22,306,402,106
2015/9/22,306,407,905
2015/9/22,308,404,117
2015/9/23,301,405,39
2015/9/23,302,408,1410
2015/9/23,303,401,133
2015/9/23,303,410,11
2015/9/23,305,412,323
2015/9/23,306,407,3423
2015/9/23,308,404,452
2015/9/24,301,405,14
2015/9/24,302,408,1029
2015/9/24,303,401,414
2015/9/24,303,410,18
2015/9/24,305,412,395
2015/9/24,306,407,5367
2015/9/24,307,403,409
2015/9/24,308,404,8
2015/9/25,301,405,3
2015/9/25,302,408,57
2015/9/25,303,401,609
2015/9/25,305,412,749
2015/9/25,306,407,492
2015/9/25,307,403,104
2015/9/26,301,405,312
2015/9/26,302,408,16
2015/9/26,303,401,242
2015/9/26,305,412,258
2015/9/26,306,407,422
2015/9/27,303,401,87
2015/9/27,303,410,10
2015/9/27,305,412,124
2015/9/28,302,408,207
2015/9/28,303,401,468
2015/9/28,306,407,17
2015/9/28,307,403,4
2015/9/29,302,408,28
2015/9/29,303,401,178
2015/9/29,304,409,25
2015/9/29,306,407,444
2015/9/3,303,401,64
2015/9/30,301,405,212
2015/9/30,302,408,1022
2015/9/30,303,401,171
2015/9/30,305,412,25
2015/9/30,306,407,284
2015/9/30,307,403,206
2015/9/4,302,408,909
2015/9/4,305,412,69
2015/9/4,306,402,102
2015/9/4,306,407,2213
2015/9/5,302,408,604
2015/9/5,303,401,532
2015/9/5,305,412,75
2015/9/5,306,407,2018
2015/9/5,307,403,145
2015/9/6,301,405,53
2015/9/6,302,408,116
2015/9/6,303,401,186
2015/9/6,305,412,161
2015/9/6,306,402,1207
2015/9/6,306,407,2834
2015/9/7,302,408,723
2015/9/7,303,401,13
2015/9/7,303,410,13
2015/9/7,305,412,109
2015/9/7,306,402,472
2015/9/7,306,407,1405
2015/9/8,301,405,34
2015/9/8,302,408,87
2015/9/8,303,401,219
2015/9/8,305,412,78
2015/9/8,306,407,1105
2015/9/8,308,404,102
2015/9/9,301,405,202
2015/9/9,302,408,25
2015/9/9,303,401,265
2015/9/9,305,412,332
2015/9/9,306,402,505
2015/9/9,306,407,2949
2015/9/9,307,403,86
2016/1/10,301,405,35
2016/1/10,302,408,699
2016/1/10,303,401,492
2016/1/10,305,412,688
2016/1/10,306,402,1538
2016/1/10,306,407,6049
2016/1/11,302,408,513
2016/1/11,303,401,350
2016/1/11,305,412,1061
2016/1/11,306,402,303
2016/1/11,306,407,2353
2016/1/11,307,403,7
2016/1/11,308,404,15
2016/1/12,302,408,659
2016/1/12,303,401,901
2016/1/12,305,412,816
2016/1/12,306,407,4284
2016/1/12,307,403,32
2016/1/13,301,405,125
2016/1/13,302,408,410
2016/1/13,303,401,116
2016/1/13,305,412,70
2016/1/13,306,402,161
2016/1/13,306,407,3563
2016/1/13,308,404,193
2016/1/14,302,408,496
2016/1/14,303,401,897
2016/1/14,305,412,270
2016/1/14,306,402,266
2016/1/14,306,407,2690
2016/1/14,307,403,204
2016/1/14,308,404,396
2016/1/15,301,405,17
2016/1/15,302,408,682
2016/1/15,303,401,627
2016/1/15,305,412,587
2016/1/15,306,402,104
2016/1/15,306,407,4215
2016/1/15,307,403,89
2016/1/16,301,405,209
2016/1/16,302,408,717
2016/1/16,303,401,402
2016/1/16,305,412,1514
2016/1/16,306,407,1154
2016/1/16,307,403,43
2016/1/16,308,404,139
2016/1/17,301,405,36
2016/1/17,302,408,609
2016/1/17,303,401,734
2016/1/17,305,412,1933
2016/1/17,306,402,209
2016/1/17,306,407,3584
2016/1/17,308,404,120
2016/1/18,302,408,433
2016/1/18,303,401,396
2016/1/18,305,412,733
2016/1/18,306,407,2061
2016/1/18,307,403,268
2016/1/19,301,405,208
2016/1/19,302,408,241
2016/1/19,303,401,474
2016/1/19,304,409,19
2016/1/19,305,412,1802
2016/1/19,306,402,97
2016/1/19,306,407,2307
2016/1/19,307,403,981
2016/1/19,308,404,376
2016/1/2,301,405,371
2016/1/2,302,408,42
2016/1/2,306,407,2168
2016/1/2,307,403,116
2016/1/2,308,404,144
2016/1/20,302,408,675
2016/1/20,303,401,1022
2016/1/20,305,412,1336
2016/1/20,306,407,4322
2016/1/20,307,403,45
2016/1/20,308,404,104
2016/1/21,301,405,43
2016/1/21,302,408,79
2016/1/21,303,401,355
2016/1/21,305,412,644
2016/1/21,306,402,304
2016/1/21,306,407,272
2016/1/21,307,403,172
2016/1/22,301,405,105
2016/1/22,302,408,91
2016/1/22,303,401,844
2016/1/22,305,412,826
2016/1/22,306,402,183
2016/1/22,306,407,1523
2016/1/22,307,403,590
2016/1/22,308,404,204
2016/1/23,301,405,37
2016/1/23,302,408,365
2016/1/23,303,401,279
2016/1/23,305,412,1923
2016/1/23,306,402,66
2016/1/23,306,407,1402
2016/1/23,307,403,503
2016/1/23,308,404,350
2016/1/24,302,408,436
2016/1/24,303,401,517
2016/1/24,305,412,1337
2016/1/24,306,407,2509
2016/1/24,308,404,200
2016/1/25,302,408,216
2016/1/25,303,401,177
2016/1/25,305,412,2160
2016/1/25,306,402,194
2016/1/25,306,407,2422
2016/1/25,307,403,119
2016/1/26,302,408,632
2016/1/26,303,401,84
2016/1/26,305,412,952
2016/1/26,306,402,1307
2016/1/26,306,407,885
2016/1/26,307,403,205
2016/1/26,308,404,294
2016/1/27,301,405,57
2016/1/27,302,408,1328
2016/1/27,303,401,637
2016/1/27,304,409,63
2016/1/27,305,412,307
2016/1/27,306,402,443
2016/1/27,306,407,3302
2016/1/27,307,403,800
2016/1/27,308,404,135
2016/1/28,301,405,78
2016/1/28,302,408,664
2016/1/28,303,401,652
2016/1/28,305,412,389
2016/1/28,306,402,8
2016/1/28,306,407,3245
2016/1/28,308,404,326
2016/1/29,301,405,236
2016/1/29,302,408,390
2016/1/29,303,401,93
2016/1/29,305,412,187
2016/1/29,306,407,1460
2016/1/29,307,403,161
2016/1/29,308,404,124
2016/1/3,302,408,257
2016/1/3,303,401,14
2016/1/3,305,412,485
2016/1/3,306,402,89
2016/1/3,306,407,4078
2016/1/3,307,403,1068
2016/1/30,301,405,373
2016/1/30,302,408,782
2016/1/30,303,401,599
2016/1/30,304,409,8
2016/1/30,305,412,647
2016/1/30,306,407,3376
2016/1/30,307,403,787
2016/1/30,308,404,137
2016/1/31,301,405,443
2016/1/31,302,408,581
2016/1/31,303,401,331
2016/1/31,305,412,550
2016/1/31,306,407,1325
2016/1/31,307,403,505
2016/1/31,308,404,309
2016/1/4,301,405,167
2016/1/4,302,408,106
2016/1/4,303,401,207
2016/1/4,305,412,662
2016/1/4,306,407,1347
2016/1/4,307,403,18
2016/1/5,301,405,737
2016/1/5,302,408,376
2016/1/5,303,401,264
2016/1/5,305,412,398
2016/1/5,306,407,6718
2016/1/6,301,405,57
2016/1/6,302,408,85
2016/1/6,303,401,416
2016/1/6,305,412,693
2016/1/6,306,407,2815
2016/1/6,308,404,41
2016/1/7,301,405,21
2016/1/7,302,408,2539
2016/1/7,303,401,432
2016/1/7,304,409,16
2016/1/7,305,412,753
2016/1/7,306,402,367
2016/1/7,306,407,3120
2016/1/7,307,403,51
2016/1/7,308,404,12
2016/1/8,301,405,614
2016/1/8,302,408,896
2016/1/8,303,401,816
2016/1/8,304,409,9
2016/1/8,305,412,1784
2016/1/8,306,407,3136
2016/1/8,307,403,55
2016/1/8,308,404,105
2016/1/9,301,405,17
2016/1/9,302,408,574
2016/1/9,303,401,319
2016/1/9,305,412,184
2016/1/9,306,402,204
2016/1/9,306,407,3512
2016/1/9,308,404,99
2016/10/1,301,405,29
2016/10/1,302,408,123
2016/10/1,303,401,1017
2016/10/1,304,409,12
2016/10/1,305,412,725
2016/10/1,306,407,2085
2016/10/1,307,403,17
2016/10/1,308,404,307
2016/10/10,301,405,50
2016/10/10,302,408,437
2016/10/10,303,401,984
2016/10/10,305,412,375
2016/10/10,306,402,506
2016/10/10,306,407,6913
2016/10/10,307,403,760
2016/10/10,308,404,2232
2016/10/11,302,408,779
2016/10/11,303,401,420
2016/10/11,304,409,5
2016/10/11,305,412,616
2016/10/11,306,407,3990
2016/10/11,307,403,58
2016/10/11,308,404,322
2016/10/12,302,408,1138
2016/10/12,303,401,165
2016/10/12,305,412,684
2016/10/12,306,402,874
2016/10/12,306,407,3354
2016/10/12,307,403,106
2016/10/12,308,404,97
2016/10/13,301,405,340
2016/10/13,302,408,331
2016/10/13,303,401,1532
2016/10/13,305,412,1035
2016/10/13,306,407,981
2016/10/13,307,403,228
2016/10/14,301,405,113
2016/10/14,302,408,1639
2016/10/14,303,401,770
2016/10/14,304,409,100
2016/10/14,305,412,3235
2016/10/14,306,402,140
2016/10/14,306,407,500
2016/10/14,307,403,11
2016/10/14,308,404,317
2016/10/15,301,405,288
2016/10/15,302,408,1280
2016/10/15,303,401,384
2016/10/15,304,409,62
2016/10/15,305,412,1669
2016/10/15,306,402,596
2016/10/15,306,407,1842
2016/10/15,307,403,744
2016/10/15,308,404,13
2016/10/16,301,405,120
2016/10/16,302,408,651
2016/10/16,303,401,48
2016/10/16,305,412,155
2016/10/16,306,402,240
2016/10/16,306,407,755
2016/10/16,307,403,340
2016/10/16,308,404,470
2016/10/17,301,405,205
2016/10/17,302,408,1579
2016/10/17,303,401,3135
2016/10/17,304,409,4
2016/10/17,305,412,54
2016/10/17,306,402,4162
2016/10/17,306,407,2595
2016/10/17,307,403,419
2016/10/17,308,404,946
2016/10/18,301,405,238
2016/10/18,302,408,1110
2016/10/18,303,401,16
2016/10/18,304,409,147
2016/10/18,305,412,93
2016/10/18,306,402,27
2016/10/18,306,407,1122
2016/10/18,307,403,309
2016/10/18,308,404,1177
2016/10/19,301,405,1224
2016/10/19,302,408,799
2016/10/19,303,401,86
2016/10/19,304,409,219
2016/10/19,305,412,1613
2016/10/19,306,402,1043
2016/10/19,306,407,2755
2016/10/19,307,403,50
2016/10/19,308,404,722
2016/10/2,301,405,295
2016/10/2,302,408,223
2016/10/2,303,401,1209
2016/10/2,305,412,1680
2016/10/2,306,402,18
2016/10/2,306,407,138
2016/10/2,307,403,42
2016/10/20,301,405,313
2016/10/20,302,408,468
2016/10/20,303,401,483
2016/10/20,304,409,20
2016/10/20,305,412,65
2016/10/20,306,407,3318
2016/10/20,307,403,1084
2016/10/20,308,404,282
2016/10/21,301,405,233
2016/10/21,302,408,509
2016/10/21,303,401,7
2016/10/21,304,409,105
2016/10/21,305,412,66
2016/10/21,306,402,41
2016/10/21,306,407,3158
2016/10/21,307,403,515
2016/10/21,308,404,474
2016/10/22,301,405,304
2016/10/22,302,408,164
2016/10/22,303,401,349
2016/10/22,304,409,193
2016/10/22,305,412,42
2016/10/22,306,407,392
2016/10/22,307,403,545
2016/10/22,308,404,224
2016/10/23,301,405,94
2016/10/23,302,408,739
2016/10/23,303,401,385
2016/10/23,304,409,162
2016/10/23,305,412,720
2016/10/23,306,402,103
2016/10/23,306,407,3054
2016/10/23,307,403,280
2016/10/23,308,404,422
2016/10/24,301,405,173
