,order_date,sales_region_code,item_code,first_cate_code,second_cate_code,sales_chan_name,item_price,ord_qty,price_total
225,2015/9/11,101,20850,306,407,offline,605.0,82,49610.0
226,2015/9/11,101,20964,306,407,offline,1328.0,21,27888.0
227,2015/9/11,101,20810,306,407,offline,675.0,7,4725.0
228,2015/9/11,101,21381,306,407,offline,1025.0,52,53300.0
229,2015/9/11,103,21745,303,401,offline,1718.0,45,77310.0
230,2015/9/11,103,21499,303,401,offline,2011.0,27,54297.0
231,2015/9/11,102,20977,302,408,offline,497.0,77,38269.0
232,2015/9/11,103,20988,303,401,offline,518.0,21,10878.0
233,2015/9/11,102,20586,306,407,offline,978.0,39,38142.0
234,2015/9/11,102,20230,306,407,offline,864.0,66,57024.0
235,2015/9/11,103,20973,306,407,offline,539.0,206,111034.0
236,2015/9/11,101,22041,306,407,offline,807.0,79,63753.0
237,2015/9/11,103,21790,302,408,offline,3005.0,8,24040.0
238,2015/9/12,101,21484,305,412,offline,311.0,49,15239.0
239,2015/9/12,101,20354,303,401,offline,1423.0,17,24191.0
240,2015/9/12,103,21371,305,412,offline,1817.0,11,19987.0
241,2015/9/12,104,20448,308,404,online,962.0,9,8658.0
242,2015/9/12,104,21831,308,404,online,1108.0,24,26592.0
243,2015/9/12,105,21881,306,407,online,534.0,106,56604.0
244,2015/9/12,104,20877,308,404,online,422.0,520,219440.0
245,2015/9/12,104,21081,307,403,online,372.0,13,4836.0
246,2015/9/12,104,21081,307,403,online,374.0,181,67694.0
247,2015/9/12,105,21177,302,408,online,826.0,20,16520.0
248,2015/9/12,102,20712,306,407,offline,773.0,32,24736.0
249,2015/9/12,102,20810,306,407,offline,671.0,204,136884.0
250,2015/9/12,102,21742,303,401,offline,3015.0,5,15075.0
251,2015/9/12,102,21588,303,401,offline,1140.0,28,31920.0
252,2015/9/12,103,20598,303,401,offline,1465.0,9,13185.0
253,2015/9/12,103,20912,305,412,offline,463.0,13,6019.0
254,2015/9/12,102,20327,302,408,offline,1350.0,22,29700.0
255,2015/9/12,101,20260,306,407,offline,618.0,203,125454.0
256,2015/9/12,102,20973,306,407,offline,533.0,206,109798.0
257,2015/9/12,103,21499,303,401,offline,2011.0,5,10055.0
258,2015/9/12,102,21052,303,401,offline,1518.0,12,18216.0
259,2015/9/12,102,21279,302,408,offline,1311.0,55,72105.0
260,2015/9/12,102,21993,302,408,offline,1812.0,9,16308.0
261,2015/9/12,102,21350,305,412,offline,259.0,158,40922.0
262,2015/9/12,103,21588,303,401,offline,1141.0,14,15974.0
263,2015/9/12,103,21657,306,407,offline,522.0,159,82998.0
264,2015/9/12,101,21402,306,407,offline,869.0,41,35629.0
265,2015/9/12,102,20322,306,407,offline,769.0,354,272226.0
266,2015/9/12,103,21271,306,407,offline,467.0,255,119085.0
267,2015/9/12,103,20973,306,407,offline,544.0,20,10880.0
268,2015/9/12,101,21239,306,407,offline,1216.0,24,29184.0
269,2015/9/12,101,21579,306,407,offline,1317.0,34,44778.0
270,2015/9/12,103,20702,305,412,offline,317.0,10,3170.0
271,2015/9/12,101,20283,306,407,offline,601.0,105,63105.0
272,2015/9/12,101,21764,302,408,offline,694.0,63,43722.0
273,2015/9/12,101,20279,306,407,offline,656.0,54,35424.0
274,2015/9/12,103,20226,303,401,offline,930.0,54,50220.0
275,2015/9/12,102,22047,306,407,offline,997.0,66,65802.0
276,2015/9/12,102,20973,306,407,offline,534.0,82,43788.0
277,2015/9/12,102,21644,303,401,offline,313.0,27,8451.0
278,2015/9/12,102,20988,303,401,offline,508.0,22,11176.0
279,2015/9/12,102,20226,303,401,offline,934.0,17,15878.0
280,2015/9/12,102,20226,303,401,offline,931.0,101,94031.0
281,2015/9/12,102,20378,306,407,offline,772.0,29,22388.0
282,2015/9/12,101,21297,306,407,offline,1205.0,301,362705.0
283,2015/9/12,102,20322,306,407,offline,768.0,41,31488.0
284,2015/9/12,102,20973,306,407,offline,532.0,107,56924.0
285,2015/9/12,102,20302,305,412,offline,363.0,59,21417.0
286,2015/9/12,102,22035,305,412,offline,2016.0,7,14112.0
287,2015/9/13,101,22035,305,412,offline,2013.0,58,116754.0
288,2015/9/13,101,20579,306,407,offline,619.0,54,33426.0
289,2015/9/13,101,20663,306,407,offline,667.0,157,104719.0
290,2015/9/13,102,20671,306,407,offline,946.0,39,36894.0
291,2015/9/13,102,20260,306,407,offline,610.0,404,246440.0
292,2015/9/13,101,21971,303,401,offline,1258.0,1006,1265548.0
293,2015/9/13,104,21088,301,405,online,779.0,21,16359.0
294,2015/9/13,104,21081,307,403,online,363.0,48,17424.0
295,2015/9/13,102,21744,302,408,offline,568.0,107,60776.0
296,2015/9/13,102,20608,302,408,offline,1214.0,34,41276.0
297,2015/9/13,102,20322,306,407,offline,768.0,108,82944.0
298,2015/9/13,102,20571,306,407,offline,772.0,63,48636.0
299,2015/9/13,102,20457,305,412,offline,156.0,105,16380.0
300,2015/9/13,102,21600,306,407,offline,642.0,203,130326.0
301,2015/9/13,102,21610,306,407,offline,608.0,59,35872.0
302,2015/9/13,102,20279,306,407,offline,650.0,34,22100.0
303,2015/9/13,102,20576,302,408,offline,1012.0,22,22264.0
304,2015/9/13,102,21258,302,408,offline,959.0,10,9590.0
305,2015/9/13,102,21347,303,401,offline,1130.0,29,32770.0
306,2015/9/13,102,20810,306,407,offline,673.0,34,22882.0
307,2015/9/13,102,20973,306,407,offline,545.0,358,195110.0
308,2015/9/13,101,21413,303,401,offline,1407.0,37,52059.0
309,2015/9/13,101,20174,303,401,offline,1650.0,22,36300.0
310,2015/9/13,101,21484,305,412,offline,308.0,26,8008.0
311,2015/9/13,101,21703,305,412,offline,421.0,21,8841.0
312,2015/9/13,102,20082,305,412,offline,1160.0,14,16240.0
313,2015/9/13,102,21413,303,401,offline,1410.0,28,39480.0
314,2015/9/13,102,20518,305,412,offline,1070.0,28,29960.0
315,2015/9/13,101,21517,306,407,offline,836.0,39,32604.0
316,2015/9/13,101,21121,305,412,offline,251.0,309,77559.0
317,2015/9/13,101,21588,303,401,offline,1138.0,43,48934.0
318,2015/9/14,101,21613,302,408,offline,898.0,408,366384.0
319,2015/9/14,105,20200,305,412,online,543.0,95,51585.0
320,2015/9/14,105,20547,305,412,online,644.0,54,34776.0
321,2015/9/14,105,20174,303,401,online,1655.0,52,86060.0
322,2015/9/14,105,20082,305,412,online,1163.0,35,40705.0
323,2015/9/14,101,21379,305,412,offline,983.0,205,201515.0
324,2015/9/14,102,22046,305,412,offline,1205.0,55,66275.0
325,2015/9/14,105,20591,302,408,online,483.0,251,121233.0
326,2015/9/14,105,20201,302,408,online,921.0,42,38682.0
327,2015/9/14,105,21177,302,408,online,833.0,322,268226.0
328,2015/9/14,102,20571,306,407,offline,763.0,19,14497.0
329,2015/9/14,102,20973,306,407,offline,536.0,252,135072.0
330,2015/9/14,104,21566,307,403,online,185.0,11,2035.0
331,2015/9/14,105,20413,306,407,online,835.0,130,108550.0
332,2015/9/14,104,20944,301,405,online,498.0,37,18426.0
333,2015/9/14,104,22021,307,403,online,429.0,124,53196.0
334,2015/9/14,104,21061,308,404,online,642.0,754,484068.0
335,2015/9/14,102,21519,303,401,offline,1024.0,25,25600.0
336,2015/9/14,102,20354,303,401,offline,1422.0,10,14220.0
337,2015/9/14,102,21787,302,408,offline,881.0,58,51098.0
338,2015/9/14,102,21019,302,408,offline,894.0,89,79566.0
339,2015/9/14,101,20656,305,412,offline,386.0,67,25862.0
340,2015/9/14,101,21017,305,412,offline,655.0,38,24890.0
341,2015/9/14,101,22035,305,412,offline,2017.0,26,52442.0
342,2015/9/14,101,22046,305,412,offline,1211.0,33,39963.0
343,2015/9/14,101,21121,305,412,offline,253.0,63,15939.0
344,2015/9/14,103,20912,305,412,offline,465.0,29,13485.0
345,2015/9/15,105,20174,303,401,online,2519.24,15,37788.6
346,2015/9/15,104,21049,304,409,offline,1855.0,5,9275.0
347,2015/9/15,105,20208,302,408,online,1014.0,127,128778.0
348,2015/9/15,103,20780,306,407,offline,922.0,32,29504.0
349,2015/9/15,102,22001,303,401,offline,1713.0,27,46251.0
350,2015/9/15,103,20560,306,407,offline,773.0,176,136048.0
351,2015/9/15,102,22047,306,407,offline,994.0,81,80514.0
352,2015/9/15,102,20663,306,407,offline,655.0,69,45195.0
353,2015/9/15,101,20260,306,407,offline,613.0,204,125052.0
354,2015/9/15,101,20844,303,401,offline,2343.0,104,243672.0
355,2015/9/15,101,21659,306,407,offline,694.0,225,156150.0
356,2015/9/15,104,20986,304,409,offline,1269.0,6,7614.0
357,2015/9/15,104,21422,308,404,online,628.0,7,4396.0
358,2015/9/15,103,21395,302,408,offline,903.0,26,23478.0
359,2015/9/15,102,21517,306,407,offline,845.0,201,169845.0
360,2015/9/15,101,20989,302,408,offline,1516.0,56,84896.0
361,2015/9/15,101,20988,303,401,offline,506.0,16,8096.0
362,2015/9/15,103,20576,302,408,offline,1004.0,207,207828.0
363,2015/9/15,101,20844,303,401,offline,2349.0,24,56376.0
364,2015/9/15,101,22047,306,407,offline,992.0,83,82336.0
365,2015/9/15,101,20230,306,407,offline,867.0,75,65025.0
366,2015/9/15,103,21327,302,408,offline,2916.0,56,163296.0
367,2015/9/16,101,21057,303,401,offline,1041.0,16,16656.0
368,2015/9/16,101,21028,306,407,offline,1101.0,26,28626.0
369,2015/9/16,101,21588,303,401,offline,1138.0,39,44382.0
370,2015/9/16,101,20009,306,407,offline,676.0,159,107484.0
371,2015/9/16,101,20713,305,412,offline,794.0,43,34142.0
372,2015/9/16,105,20457,305,412,online,157.0,102,16014.0
373,2015/9/16,105,21053,306,407,online,606.0,113,68478.0
374,2015/9/16,101,20844,303,401,offline,2352.0,57,134064.0
375,2015/9/16,105,20487,303,401,online,1224.24,13,15915.12
376,2015/9/16,103,20916,306,407,offline,490.0,205,100450.0
377,2015/9/16,103,20988,303,401,offline,507.0,29,14703.0
378,2015/9/16,104,20003,301,405,online,733.0,116,85028.0
379,2015/9/16,104,21277,308,404,online,989.0,28,27692.0
380,2015/9/16,101,21028,306,407,offline,1104.0,49,54096.0
381,2015/9/16,102,21912,302,408,offline,752.0,24,18048.0
382,2015/9/16,102,21379,305,412,offline,988.0,39,38532.0
383,2015/9/16,101,21511,306,407,offline,723.0,203,146769.0
384,2015/9/16,102,20230,306,407,offline,869.0,51,44319.0
385,2015/9/16,102,20977,302,408,offline,487.0,125,60875.0
386,2015/9/16,103,21499,303,401,offline,2016.0,9,18144.0
387,2015/9/16,103,20459,305,412,offline,1662.0,9,14958.0
388,2015/9/16,103,21920,305,412,offline,764.0,12,9168.0
389,2015/9/16,101,22046,305,412,offline,1217.0,13,15821.0
390,2015/9/16,101,21121,305,412,offline,249.0,59,14691.0
391,2015/9/16,101,21347,303,401,offline,1104.0,47,51888.0
392,2015/9/16,102,21644,303,401,offline,315.0,24,7560.0
393,2015/9/16,102,20402,303,401,offline,609.0,11,6699.0
394,2015/9/16,102,21347,303,401,offline,1141.0,45,51345.0
395,2015/9/16,102,21279,302,408,offline,1319.0,19,25061.0
396,2015/9/16,102,20584,306,407,offline,773.0,156,120588.0
397,2015/9/16,103,21370,306,407,offline,646.0,104,67184.0
398,2015/9/16,103,20810,306,407,offline,674.0,44,29656.0
399,2015/9/16,101,21475,306,407,offline,1207.0,26,31382.0
400,2015/9/16,101,21517,306,407,offline,853.0,21,17913.0
401,2015/9/16,101,21739,306,407,offline,771.0,21,16191.0
402,2015/9/17,105,20007,305,412,online,91.0,18,1638.0
403,2015/9/17,105,21461,305,412,online,421.0,4,1684.0
404,2015/9/17,102,21830,305,412,offline,893.0,54,48222.0
405,2015/9/17,105,21619,306,402,online,263.0,185,48655.0
406,2015/9/17,105,21861,306,407,online,1158.0,14,16212.0
407,2015/9/17,104,20911,301,405,online,1030.0,36,37080.0
408,2015/9/17,104,21315,307,403,online,379.0,43,16297.0
409,2015/9/17,102,20663,306,407,offline,669.0,51,34119.0
410,2015/9/17,104,21422,308,404,online,630.0,109,68670.0
411,2015/9/17,102,20230,306,407,offline,868.0,39,33852.0
412,2015/9/17,102,21273,302,408,offline,2706.0,42,113652.0
413,2015/9/17,102,21745,303,401,offline,1713.0,51,87363.0
414,2015/9/17,101,20441,306,407,offline,1245.0,25,31125.0
415,2015/9/17,103,21347,303,401,offline,1135.0,102,115770.0
416,2015/9/17,103,20774,306,407,offline,840.0,54,45360.0
417,2015/9/17,101,20973,306,407,offline,539.0,101,54439.0
418,2015/9/17,103,21052,303,401,offline,1513.0,44,66572.0
419,2015/9/17,101,21745,303,401,offline,1716.0,109,187044.0
420,2015/9/17,101,21657,306,407,offline,523.0,503,263069.0
421,2015/9/17,101,22068,302,408,offline,941.0,129,121389.0
422,2015/9/17,101,21052,303,401,offline,1505.0,104,156520.0
423,2015/9/17,101,21347,303,401,offline,1138.0,34,38692.0
424,2015/9/18,103,20338,302,408,offline,920.0,34,31280.0
425,2015/9/18,102,21347,303,401,offline,1134.0,156,176904.0
426,2015/9/18,104,21550,301,405,online,1002.0,14,14028.0
427,2015/9/18,105,21744,302,408,online,559.0,8,4472.0
428,2015/9/18,101,21673,305,412,offline,308.4,14,4317.599999999999
429,2015/9/18,101,20200,305,412,offline,555.0,103,57165.0
430,2015/9/18,104,20085,301,405,online,904.0,124,112096.0
